未知大小,Unknown size,Ukuran tidak diketahui,Tamaño desconocido,,,
是否发送该原始图片？,Do you want send original picture?,Apakah kirim gambar asli?,¿Se envía esta imagen original?,,,
原始图片总大小为: %s,Total size of the original image is: %s,Ukuran gambar asli:%s,Tamaño total de la imagen original: %s,,,
是否发送这些原始图片？,Do you want send these original pictures?,Apakah kirim gambar asli?,¿Envían estas imágenes originales?,,,
正在打开相册，请稍候\u2026,"Opening album, please wait\u2026","Sedang membuka album, harah tunggu sebentar ","El álbum se está abriendo, por favor espere...",,,
重拍,Retake,Buat ulang,Rehacer,,,
图片显示异常,Picture is displayed abnormally,Gambar ditampilkan tidak normal,Excepción de visualización de imágenes,,,
内存不足,Not enough storage,Tidak cukup penyimpanan,No hay suficiente almacenamiento,,,
从手机相册选择,Choose from phone album,Pilih dari album ,Seleccionar en el álbum del teléfono,,,
选取,Choose,Pilih ,Seleccione,,,
裁剪,Cropping,Potong,Recortar,,,
图片下载失败,Picture download failed,Unduhan gambar gagal,Fallo en la descarga de imágenes,,,
正在直播…,Live...,Sedang siaran ,Ahora en vivo...,,,
好友申请中，等待对方确认,"Friend request, waiting for the other party to confirm","Aplikasi teman, menunggu konfirmasi dari dia","Solicitud de amistad en curso, esperando la confirmación de la otra parte",,,
现在是好友啦，多聊聊天吧～,"Now we are good friends, let's chat more","Sekarang telah menjadi teman, yo obrol ","Somos amigos ahora, vamos a charlar más~",,,
加好友 （%s金币）,Add friends (%s gold coins),Tambahkan teman (%s koin),Añadir un amigo (monedas de oro %s),,,
主动就会有更多的机会,Take the initiative and you will have more opportunities, Jika anda inisiatif akan memiliki lebih banyak kesempatan,Toma la iniciativa y tendrás mas oportunidades.,,,
对方申请加你为好友,Other party requested to add you as a friend,Pihak lain berlaku untuk menambahkan Anda sebagai teman,La otra persona ha solicitado añadirte como amigo,,,
剩余个数x%s,Balance x%s,Sisax%s,Número de unidades restantes x%s,,,
%s金币,,%skoin,%s monedas de oro,,,
您原来已有家族，点击同意后将会更换至新家族并清空申请主播认证任务数据，是否确认同意更换？,"You already have tribe. After you click agree, you will be replaced with a new tribe and the data of the application for host certification task will be cleared. Are you sure to agree to the replacement?","Anda sudah memiliki keluarga. Setelah anda mengklik Setuju, anda akan diganti dengan keluarga baru dan data aplikasi untuk tugas sertifikasi host akan dihapus. Apakah anda menyetujui penggantian?","Tienes un clan existente, haz clic en aceptar y se cambiará a un nuevo clan y se borrarán tus datos para la tarea de certificación de la Doncella de las Bodas Rojas.",,,
待您完成申请主播认证任务后，邀请人可为您申请权限并成为您的团长，但同意后请勿轻易更换家族，更换后将会清空任务数据，是否确认同意加入？,"After you complete the task of applying for host certification, the inviter can apply for permission for you and become your group leader, but please do not change the tribe easily after agreeing to it. After the replacement, the task data will be cleared. Are you sure you agree to join?","Setelah anda menyelesaikan tugas mengajukan sertifikasi host, pengundang bisa mengajukan otoritas untuk anda dan menjadi pemimpin grup anda, tetapi tolong jangan mengubah keluarga setelah menyetujuinya. Setelah penggantian, data tugas akan dihapus. Apakah anda setuju bergabung?","Después de haber completado la tarea de solicitar la certificación del Redentorista, el invitado puede solicitar el permiso para usted y convertirse en su Jefe, pero por favor, no cambie su clan fácilmente después de aceptarlo, se borrarán los datos de la tarea después de cambiar, ¿se confirma que está de acuerdo en unirse?",,,
确定要拒绝加入该用户的家族吗？,Are you sure want to reject join in this user's tribe?, Yakin anda menolak bergabung dengan keluarga pengguna ini?,¿Seguro que quieres negarte a formar parte de la familia del usuario?,,,
（今日剩余次数：%s次）,(Today's balance times: %s times) ,(Jumlah yang tersisa hari ini: %s kali),(Número de veces que queda hoy: %s veces),,,
对,Correct,Benar ,Correcto,,,
你已投给「%s」%s，写下你的理由，让大家更理解你的选择,"You have voted for ""%s"" %s, write down your reasons, so that everyone can understand your choice better","Anda telah memilih ""%s"" %s, tuliskan alasan Anda, agar semua orang bisa memahami pilihan Anda dengan lebih baik","Has votado por ""%s""%s, escribe tus razones para que tu elección sea más comprensible",,,
红方,Red,Pihak merah,Plaza Roja,,,
蓝方,Blue,Pihak biru,Plaza Azul,,,
投票成功,Vote successful,Vote berharil ,Votar con éxito,,,
再想想,Think again,Pikir lagi,Piénsalo bien,,,
写理由,Write reason,Menulis alasan,Escribe la razón,,,
群公告,Group announcement,Pengumuman grup ,Anuncio de grupo,,,
客服QQ：2225279957,,,Servicio de atención al cliente QQ：2225279957,,,
选择地区,Choose region,Pilih area ,Seleccione la región,,,
我的播放器,My player,pemain saya,Mi jugador,,,
主人音乐库空了,The owner's music library is empty,Musik tidak ada ,La biblioteca musical principal está vacía,,,
点击右上角，可以添加音乐哦~,"Click the upper right corner, you can add music~",Klik di sudut kanan atas untuk menambahkan musik~,Haz clic en la esquina superior derecha para añadir música~,,,
注册成功后，性别无法修改,"After successful registration, the gender cannot be changed","Jenis kelamin tidak bisa diubah setelah pendaftaran berhasil,",El género no puede cambiarse después de haberse registrado con éxito,,,
继续,Continue,Lanjut ,Continuar,,,
请输入手机号,Please enter phone number,Masukkan nomor ponsel,Introduzca su número de teléfono móvil,,,
手机号仅用于登录和保护账号,Mobile phone number is only used for login and account protection,Nomor ponsel hanya digunakan untuk masuk dan melindungi akun,Los números de teléfono móvil sólo se utilizan para el inicio de sesión y la protección de la cuenta,,,
真实姓名,Real name,Nama asli,Nombre real,,,
获取验证码,Get verification code,mendapatkan kode verifikasi,Obtener el código de verificación,,,
认证,Verification,Verifikasi,Certificación,,,
获取验证码,Get verification code,mendapatkan kode verifikasi,Obtener el código de verificación,,,
确认验证,Confirm verification,Konfirmasi verifikasi,Confirmación de la validación,,,
上传群封面,Upload group cover,Unggah sampul grup,Subir la portada del grupo,,,
群名称,Group name,Nama grup ,Nombre del grupo,,,
公告,Announcement,Pengumuman,Anuncio,,,
今天已经刷够了\n主动去房间约会吧~,Complete for today\n take the initiative to go to the room for a date~,Hari ini telah capai target\n masuk ruangan untuk kencan,Suficiente por hoy \ ~ tomar la iniciativa e ir a la habitación para una cita ~,,,
进入随机房间,Enter random room,Masuk ke ruangan acak,Entrar en una habitación aleatoria,,,
直播中,Live...,Sedang siaran ,Transmisión en directo,,,
备注,Remark,Komentar,Observaciones,,,
征友条件,Friendship conditions,Persyaratan berteman,Condiciones de amistad,,,
我的银币,My silver coins,Koin perak saya ,Mis monedas de plata,,,
签到领取VIP,Sign in to receive VIP,Absen untuk mendapatkan VIP ,Inscríbete en el VIP,,,
新手任务,Newbie task,Tugas pemula,Tareas de novato,,,
日常任务,Daily task,Tugas harian,Tareas diarias,,,
暂无数据内容,No data content,Tidak ada data ,No hay datos disponibles en este momento,,,
去完成,To complete,Pergi untuk menyelesaikannya ,Ir al cumplir,,,
已完成,Completed,Telah menyelesaikannya ,Cumplido,,,
领取,Receive,Terima,recibir,,,
发送,Send,Kirim ,Enviar,,,
发布,Post,Terkirim ,Publicar,,,
话题,Topic,Topik,Temas,,,
群名称,Group name,Nama grup ,Nombre del grupo,,,
群公告,Group announcement,Pengumuman grup ,Anuncio de grupo,,,
正在审核身份...,Reviewing identity...,Sedang meninjau identitas...,Revisando identidad ...,,,
结束认证,End of authentication,Menyellesaikan sertifikasi,Fin de la acreditación,,,
提交,Submit,Kirim ,Enviar,,,
获取验证码,Get verification code,Mendapatkan kode verifikasi ,Obtener el código de verificación,,,
重置,Reset,Reset,Reiniciar,,,
公告,Announcement,Pengumuman grup ,Anuncio,,,
群成员,Group member,Anggota grup,Miembros del grupo,,,
加入群聊(消耗20金币),Join group chat (consum 20 gold coins),Bergabung grup(bayar 20 koin),Unirse al chat de grupo (consume 20 momedas de oro),,,
退出群聊,Exit group chat,Keluar dari grup ,Salir del chat de grupo,,,
邀请,Invite,Undang ,Invitación,,,
已认证的手机,Authenticated mobile phone,Ponsel yang telah disertifikasi,Teléfonos móviles certificados,,,
更 换 手 机 号,Change phone number,Ganti nomor ponsel,Cambio de número de teléfono móvil,,,
专属邀请码：,Exclusive invitation code:,Kode undangan khusus,Código de invitación exclusivo.,,,
复制,Copy,Salin ,Reproducción,,,
已邀填写邀请码人数,Number of user invited to fill in the invitation code,Telah mengisi jumlah kode undangan ,Número de personas invitadas a rellenar el código de invitación,,,
已获得邀请奖励,Has got invitation reward,Telah mendapatkan hadiah undangan,Recompensa por invitación obtenida,,,
填写邀请码,Fill in the invitation code,Mengisi kode undangan ,Rellene el código de invitación,,,
填写邀请码后好友才能获得奖励,"After filling in the invitation code, friends can get rewards",Teman baru mendapatkan hadiah setelah mengisi kode undangan,Rellena el código de invitación para que tu amigo pueda obtener la recompensa,,,
去提现,To withdraw,Tarik ,Ir a retirar dinero en efectivo,,,
邀请好友,Invite friends,Mengundang teman,Invitar a un amigo,,,
邀请规则\n\n1.每邀请1位好友成功注册，可获得5个金币奖励；\n2.邀请的好友登录app填写邀请码，你将再获得1天的vip特权奖励；\n3.填写邀请码的好友中每有一位充值，你将可以获得好友充值金额的2%现金奖励；\n4.有20位或以上邀请的好友登录app填写邀请码，你可获得面试认证主播的资格。,"Invitation rules\n\n1. Every time you invite a friend to register successfully, you will get 5 gold coins rewards;\n2. The invited friends will log in to the app and fill in the invitation code, and you will get 1 day of VIP privilege rewards;\n3. Fill in the invitation For each of the friends with the code to recharge, you will get a 2% cash reward of the friend’s recharge;\n4. If you have 20 or more invited friends log in to the app and fill in the invitation code, you will be eligible for the interview as an accredited host.","Aturan Undangan\n\n1. Setiap kali Anda mengundang teman untuk mendaftar dengan sukses, Anda akan mendapatkan 5 hadiah koin emas;\n2. Teman yang diundang akan masuk ke aplikasi dan mengisi kode undangan, dan Anda akan mendapatkan hari lain hadiah hak istimewa VIP;\n3. Isi undangan Untuk setiap teman dengan kode untuk mengisi ulang, Anda akan mendapatkan hadiah uang tunai 2% dari isi ulang teman;\n4. Jika Anda memiliki 20 atau lebih teman yang diundang, masuk ke aplikasi dan mengisi kode undangan, Anda akan memenuhi syarat untuk jangkar sertifikasi wawancara.","Reglas de invitación \n \n1. Por cada amigo que invites a registrarse con éxito, puedes obtener 5 monedas de oro de recompensa; \n2. Los amigos invitados inician sesión en la aplicación para rellenar el código de invitación, obtendrás otra recompensa de privilegio vip de 1 día; \n3. Por cada amigo que rellene el código de invitación, podrás obtener el 2% de recompensa en efectivo de la cantidad de recarga de tu amigo; \n4. 20 o más amigos invitados inician sesión en la aplicación rellene el código de invitación, puede obtener la calificación de entrevistar a la dama de honor certificada.",,,
您选择的环境是:,Your chosen environment is:,Lingkungan yang anda pilih,El entorno que ha elegido es:,,,
正式环境,Formal environment,Lingkungan formal,Entorno formal,,,
测试环境,Test environment,lingkungan pengujian,Entorno de prueba,,,
确定,Confirm,Konfirmasi,Confirmar,,,
我的播放器,My player,pemain saya,Mi jugador,,,
扫描本地音乐,Scan local music,Pindai musik lokal,Escanear música local,,,
只限MP3格式文件,Only for MP3 format files,Hanya untuk file berformat MP3,Sólo archivos en formato MP3,,,
登录即表示同意,Sign in to agree,Masuk berarti menyetujui,Iniciar sesión para aceptar,,,
和,And,Dan,y,,,
立即注册,Register now,Daftar sekarang,Regístrese ahora,,,
忘记密码?,Forgot password?,Lupakan kata sandi ,¿Ha olvidado su contraseña?,,,
登录,Log in,Login,Iniciar,,,
呼入免打扰,Do Not Disturb Incoming,Do Not Disturb Incoming,Entrada sin molestar,,,
我的标签,My tags,Tag saya ,Mis Etiquetas,,,
兴趣爱好,Hobbies and interests,Hobi ,Intereses,,,
个性特征,Personality,Ciri-ciri kepribadian,Rasgos de personalidad,,,
魅力部位,Attractive part,Bagian yang menarik,Piezas atractivas,,,
直播中,Live,Sedang siaran ,Transmisión en directo,,,
"已存入钱包, 可前往查看","Has been deposited in wallet,please check","Telah masuk dompet, silahkan cek di dompat ","Se ha depositado en la billetera, ir a ver",,,
获取验证码,Get verification code,Mendapatkan kode verifikasi,Obtener el código de verificación,,,
继续,Continue,Lanjut ,Continuar,,,
发送新人动态,Send newbie moment,Terkirim momen pengguna baru ,Enviar noticias de los recién llegados,,,
保存,Save,Simpan ,Guardar,,,
编辑,Edit,Edit ,Editar,,,
点击选择图片,Click to choose picture,Klik untuk pilih gambar ,Haga clic para seleccionar una imagen,,,
上传,Upload,Unggah ,Subir a,,,
如何上传背景,How to upload background,Bagaimana mengunggah latar belakang?,Cómo cargar un fondo,,,
上传照片,Upload photo,Mengunggah foto ,Subir fotos,,,
选择想要上传的背景图，进行上传。,Select the background image you want to upload,Pilih latar belakang untuk mengunggah,Seleccione la imagen de fondo que desea cargar y proceda a cargarla.,,,
等待审核,Waiting for review,Tunggu meninjau,A la espera de revisión,,,
图片上传成功，我们将会在1-3个工 作日内进行审核，审核结果将会由官 方客服通知您。,"If the picture is uploaded successfully, we will review it within 1-3 working days, and the official customer service will notify you of the review result.","Jika gambar berhasil diunggah, kami akan meninjaunya dalam 1-3 hari kerja, dan layanan pelanggan resmi akan memberi tahu anda tentang hasil peninjauan.",Las imágenes se revisarán en un plazo de 1 a 3 días laborables y nuestro servicio de atención al cliente le notificará los resultados.,,,
审核结果,Review result,,Resultados de la auditoría,,,
审核通过后，您就可以使用自定义背景。若审核不通过，请上传新的清晰的图片,"After the review is passed, you can use the custom background. If the review fails, please upload a new clear picture","Setelah tinjauan, anda bisa menggunakan latar belakang khusus. Jika tinjauan gagal, harap unggah gambar baru yang jelas","Una vez aprobada la revisión, puede utilizar un fondo personalizado. Si la revisión falla, cargue una nueva imagen clara",,,
如有任何疑问，可联系官方客服,"If you have any questions, please contact the official customer service","Jika anda memiliki pertanyaan, silakan hubungi layanan pelanggan resmi","Si tiene alguna duda, póngase en contacto con el servicio oficial de atención al cliente",,,
进房提示,Room entry reminder,petunjuk masuk ruangan ,Consejos para entrar en la sala,,,
保 存,Save,Simpan ,Guardar,,,
提示：用户进入房间即可看到这段提示,Tip: when the user enter the room will see this tip,Tips: Pengguna bisa melihat tips ini saat memasuki ruangan,Consejo: Los usuarios verán este consejo cuando entren en la sala,,,
确定,Confirm,Konfirmasi,Confirmar,,,
搜索历史,Search history,Sejarah pencarian,Historial de búsqueda,,,
当前密码,Current password,Kata sandi sekarang ,Contraseña actual,,,
新密码,New password,Kata sandi baru ,Nueva contraseña,,,
确认密码,Confirm Password,Konfirmasi kata sandi baru ,Confirmar contraseña,,,
保存,Save,Simpan ,Guardar,,,
忘记密码？,Forget password?,Lupakan kata sandi ,¿Ha olvidado su contraseña?,,,
发送新人动态,Send newbie moment,Terkirim momen pengguna baru ,Enviar noticias de los recién llegados,,,
保存,Save,Simpan ,Guardar,,,
发消息,Send message,Kirim pesan ,Enviar un mensaje,,,
直接加好友,Directly add friends,Tambahkan teman langsung ,Añadir amigos directamente,,,
送礼交朋友,Send gifts to make friends,Kirim hadiah untuk berteman ,Hacer un amigo con un regalo,,,
性别,Gender,jenis kelamin,Género,,,
生日,Birthday,Hari ulang tahun,Cumpleaños,,,
国家,Country,Negara ,País,,,
个性签名,Signature,Bio ,Firma personalizada,,,
个性标签,Personality tag,Label kepribadian,Etiquetas personalizadas,,,
长按录制，最少5秒,"Long press to record, at least 5 seconds","Tekan untuk merekam, setidaknya 5 detik","Pulsación larga para grabar, mínimo 5 segundos",,,
提交认证,Submit authenticate ,Kirim sertifikasi,Presentar la acreditación,,,
重新录制,Re-record,Rekam ulang,Re-grabación,,,
实例,Instance,Contoh,Ejemplos,,,
请按照示例视频录制后提交认证,Please follow the sample video and submit the authenticate after recording,Silakan ikuti contoh video dan kirimkan sertifikasi setelah merekam,Siga el ejemplo de grabación de vídeo y envíelo para su certificación,,,
录制要求,Recording requirements,Persyaratan perekaman,Requisitos de registro,,,
当前选择：,Current selection:,Pilihan saat ini:,Selección actual.,,,
金额：,Amount:,Jumlah:,Cantidad.,,,
微信支付,,,Pago por WeChat,,,
通过微信立即支付，方便快捷,,,Pagar al instante y cómodamente a través de WeChat,,,
支付宝支付,,,Pago con Alipay,,,
推荐有支付宝账号的用户使用,,,Recomendado para usuarios con cuentas Alipay,,,
确认支付,Confirm payment,Konfirmasi bayar ,Confirmar el pago,,,
提现方式,Withdrawal method,Cara masuk ke akun,Método de llegada,,,
请选择提现方式,Please select the withdrawal method,Silakan pilih metode pembayaran,Seleccione el método de llegada,,,
提现金额,Withdrawal Amount,Jumlah penarikan,Cantidad de retiro,,,
可提现钻石：,Diamonds that can be withdrawn:,Berlian yang bisa ditarik:,Diamantes retirables.,,,
本周剩余提现次数：,Balance number of withdrawals this week:,Jumlah sisa penarikan minggu ini:,Número de retiradas que quedan para la semana.,,,
发消息,Send message,Kirim pesan ,Enviar un mensaje,,,
喜欢,Like,Suka,Le gusta,,,
直播中,Live,Sedang siaran ,Transmisión en directo,,,
群公告,Group announcement,Pengumuman grup ,Anuncio de grupo,,,
我知道了,I see,Saya telah tau , Yo sé,,,
切换提示,Toggle tips,Ganti petunjuk,Alternar consejos,,,
提示语,Tips,petunjuk,Consejos,,,
发送语音不得低于3秒,Send voice must not be less than 3 seconds,Suara pengirim tidak boleh kurang dari 3 detik,El envío de la voz no debe ser inferior a 3 segundos,,,
长按开始录制,Long press to start recording,Tekan untuk mulai merekam,Pulsación larga para iniciar la grabación,,,
全,Complete,Semua,Todo,,,
普通,Ordinary,Biasa ,General,,,
背包,Backpack,Ransel,Mochila,,,
连线PK中,Connecting PK,Menghubungkan PK,Conectando PK...,,,
受邀PK,Invited PK,Diundang untuk PK,PK invitado,,,
接受（30s）,Accept (30s),Meneria(30S),Aceptación (30s),,,
去PK,Go to PK,Pergi ke untuk PK ,Ir a PK,,,
深入了解,Understand deeper,mengerti lebih dalam,Conocimientos profundos,,,
城市,City,Kota ,Ciudad,,,
当前城市,Current City,Kota saat ini ,Ciudad actual,,,
任务中心,Task center,Pusat tugas,Centro de la Misión,,,
银币规则,Silver coins rules,Peraturan koin perak,Normas sobre las monedas de plata,,,
送份礼物表达心意，才能私聊哦,"Send gift to express your heart, so you can talk privately",Kirim hadiah baru bisa obrolan pribadi,"Da un regalo para expresar tu corazón, para que puedas hablar en privado.",,,
立即聊天,Chat now,Obrolan sekarang ,Chatear ahora,,,
立刻赠送,Send now,Kirim sekarang ,Dar ahora,,,
银币商城可换取礼物,Silver coins mall can be exchanged for gifts,Mal koin perak dapat ditukar dengan hadiah,El centro comercial de monedas de plata se puede canjear por regalos,,,
恭喜你,Congratulations,Selamat,Felicitaciones,,,
很遗憾，没有爆中,"Unfortunately, no got ","Sayangnya, tidak mendapatkan apa-apa","Lamentablemente, no hay éxitos",,,
确定,Confirm,Konfirmasi,Confirmar,,,
请输入绑定手机的短信验证码,Please enter the SMS verification code of the bound mobile phone,Silakan masukkan kode verifikasi SMS dari ponsel yang terikat,"Por favor, introduzca el código de verificación por SMS de su teléfono móvil vinculado",,,
获取验证码,Get verification code,Mendapatkan kode verifikasi,Obtener el código de verificación,,,
确认,Confirm,Konfirmasi,Confirmación,,,
暂时还没有礼物记录哦,There is no gift record yet,Belum ada catatan hadiah ,Todavía no hay registros de regalos.,,,
即送即加好友,Add friends as soon as you send it,Kirim hadiah sekarang akan menjadi teman,Agrega amigos tan pronto como lo envíes,,,
余额不足,Insufficient balance,Saldo tidak cukup ,Saldo insuficiente,,,
请前往充值,Please recharge,Pergi ke untuk top up ,"Por favor, vaya a Recarga",,,
语音实名认证,Voice real-name authentication,sertifikasi nama asli suara,Verificación del nombre real de la voz,,,
查看任务,View task,Lihat tugas,Ver tareas,,,
确 认,Confirm,Konfirmasi,Confirmación,,,
取消,Cancel,Batal,Cancelar,,,
马上认证,Authentication now,Sertifikasi segera,Obtenga la certificación ahora,,,
上麦邀请,Invite mic,Undangan naik kursi ,Invitación a la mic,,,
全选,Select all,Semua,Seleccionar todo,,,
小时剩余可邀请人数: 1500,Balance number of invites per hour: 1500,Jumlah undangan yang tersisa per jam: 1500,Horas que quedan para la invitación: 1500,,,
确定,Confirm,Konfirmasi,Confirmar,,,
彭于晏啊啊彭于晏啊啊彭于晏啊啊彭于晏啊啊彭于晏啊啊,彭于晏啊啊彭于晏啊啊彭于晏啊啊彭于晏啊啊彭于晏啊啊,彭于晏啊啊彭于晏啊啊彭于晏啊啊彭于晏啊啊彭于晏啊啊,彭于晏啊啊彭于晏啊啊彭于晏啊啊彭于晏啊啊彭于晏啊啊,,,
酱油妹,,,,,,
知道了,Understood,Telah tau ,Yo sé,,,
取消,Cancel,Batal ,Cancelar,,,
确定,Confirm,Konfirmasi,Confirmar,,,
打开消息通知，可以获得更多机会哟～,Turn on the message notification to get more opportunities~,"Buka notifikasi pesan, Anda bisa mendapatkan lebih banyak kesempatan ~","Abra la notificación del mensaje, puede obtener más oportunidades ~",,,
立即获得,Get now,Dapatkan segera,Consíguelo ahora,,,
上传真实头像，可以交到更多朋友喔～,"Upload a real profile picture, you can make more friends~","Unggah gambar profil asli, anda bisa membuat lebih banyak teman~",Sube tu avatar real para hacer más amigos!,,,
立即上传,Upload now,Unggah segera,Cargar ahora,,,
直播中,Live,Sedang siaran ,Transmisión en directo,,,
最少20个,At least 20,Minimal 20,Mínimo 20,,,
红包数量,Number of lucky bag,Jumlah kantong keberuntungan,Número de paquetes rojos,,,
个,,,,,,
最多10个,At most 10 ,Maksimal 10,Hasta el 10,,,
未领取的红包将会在24小时内返还,Unclaimed lucky bag will be returned within 24 hours,Kantong keberuntungan yang tidak diambil  akan dikembalikan dalam waktu 24 jam,Los sobres rojos no reclamados se devolverán en un plazo de 24 horas.,,,
发的红包,Lucky bag,Kantong keberuntungan yang dikirim,Paquetes rojos enviados,,,
查看领取详情 >,View collection details>,Lihat detail terima>,Ver detalles de la colección >,,,
确认删除？,Confirm delete?,Konfirmasi hapus,¿Confirmación de la supresión?,,,
删除后无法恢复,Cannot be restored after deletion,Tidak bisa dipulihkan setelah dihapus,No se puede recuperar después de la eliminación,,,
确认,Confirm,Konfirmasi,Confirmar,,,
取消,Cancel,Batal,Cancelar,,,
取消,Cancel,Batal,Cancelar,,,
确定,Confirm,Konfirmasi,Confirmar,,,
上传成功,Uploaded successfully,Berhasil diunggah ,Carga exitosa,,,
背景需要1-3个工作日来审核，审核结果将会由官方客服通知您。,"The background takes 1-3 working days to review, and the review result will be notified to you by the official customer service.","Latar belakang membutuhkan waktu 1-3 hari kerja untuk ditinjau, dan hasil tinjauan akan diberitahukan kepada anda oleh layanan pelanggan resmi.",Los antecedentes tardan entre 1 y 3 días laborables en ser revisados y el resultado se le notificará por el servicio oficial de atención al cliente.,,,
确定,Confirm,Konfirmasi,Confirmar,,,
确认,Confirm,Konfirmasi,Confirmar,,,
空气猫,Air cat,,,,,
进房看看,Take a look in the room,Masuk ruangan untuk melihat,Entra en la habitación y echa un vistazo,,,
消耗20金币,Consumes 20 ,Mengkonsumsi 20 koin,Consume 20 monedas de oro,,,
取消,Cancel,Batal,Cancelar,,,
确认,Confirm,Konfirmasi,Confirmar,,,
未填写微信,,,WeChat sin rellenar,,,
分享到微信,,,Compartir en WeChat,,,
分享到朋友圈,,,Compartir con los amigos,,,
取消,Cancel,Batal,Cancelar,,,
邀请好友下载Lami Live，填写你的邀请码，获得现金奖励,"Invite friends to download Lami Live, fill in your invitation code, and get rewards","Mengundang teman untuk instal Lami live, mengisi kode undangan akan mendapatkan hadiah uang tunai","Invita a tus amigos a descargar Lami, rellena tu código de invitación y consigue recompensas en metálico",,,
国家,Country,Negara ,País,,,
累计签到7天可领取神秘奖励～,You can receive mystery rewards after signing in for 7 days~,Anda akan menerima hadiah misteri setelah absen selama 7 hari~,Reciba una recompensa misteriosa por inscribirse durante un total de 7 días ~,,,
排麦,Ranking mic,Mikrofon peringkat,Listo de mic,,,
申请上麦,Apply for mic ,Terapkan untuk mikrofon,Solicita el micrófono,,,
放弃排麦,Give up ranking mic,Menyerahkan mikrofon peringkat,Abandonar los micrófonos de cola,,,
广州吴亦凡,,,,,,
同意,Agree,Setuju,De acuerdo,,,
完善基本资料，获取更多关注~,Complete basic information and get more follow~,Lengkapi informasi dasar akan dapatkan lebih banyak perhatian~,Mejora tu información básica y consigue más atención~,,,
曝光率,Exposure rate,Tingkat paparan,Exposición,,,
回复率,Response rate,Tingkat respons,Tasa de respuesta,,,
去完善,To complete,Pergi ke lengkapi,Ir a la perfección,,,
提现已提交审核, Withdraw submitted for review,Telah menyerahkan peninjauan penarikan ,Presentado para su revisión ahora,,,
提现将在一周内到账，请耐心等待~,"Withdrawal will arrive within one week, please wait patiently~","Penarikan akan masuk dalam satu minggu, harap tunggu dengan sabar~","Los retiros se harán dentro de una semana, por favor espere pacientemente~",,,
知道了,Understood,Telah tau,,,,
私聊,Private chat,Obrolan pribadi,Chat privado,,,
查看资料,View information,Melihat data ,Ver perfil,,,
成为VIP即可赠送此专属礼物,Become VIP to send this exclusive gift,Menjadi VIP untuk memberikan hadiah eksklusif ini,Conviértase en VIP y reciba este regalo exclusivo,,,
取消,Cancel,Batal,,,,
确认,Confirm,Konfirmasi,,,,
音乐,Music,Musik ,Música,,,
人声,Vocal,Vocal,Vocal,,,
提现金额,Withdrawal Amount,Jumlan penatikan,Importe de la retirada de efectivo,,,
税费,Taxes,Pajak,Impuestos y tasas,,,
预计到账金额,Estimated amount,Jumlah sebenarnya yang diterima,Importe previsto de llegada,,,
确认提现,Confirm withdrawal,Konfirmasi penarikan,Confirmar retiro,,,
税费包括代缴的税金及相关手续费用，将在发放时扣除,"Taxes and fees include taxes paid on behalf of the company and related processing fees, which will be deducted at the time of issuance","Pajak termasuk pajak yang dibayarkan atas nama perusahaan dan biaya penanganan terkait, yang akan dipotong saat pencairan","Los impuestos incluyen los impuestos pagados en su nombre y los gastos de gestión correspondientes, que se deducirán en el momento de la distribución",,,
请选择您的提取方式,Please select your withdrawal method,Silakan pilih metode penarikan anda,Seleccione su método de retirada,,,
填写信息,Fill in the information,Mengisi informasi,Rellene la información,,,
推荐使用,Recommended to use,Rekomendasi untuk menggunakannya ,Uso recomendado,,,
绑定信息,Binding information,Informasi yang mengikat,Vincular la información,,,
评论2,Comment 2,Komentar 2,Comentario 2,,,
还没人评论\n快来抢沙发吧～,No one has commented yet\n come to comment~,Belum ada yang berkomentar\nyo cepat berkomentar,Nadie ha comentado todavía \n que venga a coger el primero ~,,,
取消关注,Unfollow,Batalkan sukai,Deja de seguir a,,,
我的钱包,My wallet,Dompet saya ,Mi cartera,,,
去找Ta,Find her/him,Pergi ke untuk mencari dia,Ir a buscar a él/ella,,,
动态,Moment,momen,Dinámica,,,
我加入的群聊,Group chat I joined,Grup yang saya gabung,El chat de grupo al que me uní,,,
还没有加入群聊哦～,Haven't joined the group chat yet~,Belum bergabung grup apapun,Todavía no me he unido al chat del grupo~,,,
搜索,Search,search,Buscar en,,,
我加入的群聊,Group chat I joined,Grup yang saya gabung,El chat de grupo al que me uní,,,
还没有加入群聊哦～,Haven't joined the group chat yet~,Belum bergabung grup apapun,Todavía no me he unido al chat del grupo~,,,
为你推荐,Recommended to you,direkomendasikan untuk Anda,Recomendado para usted,,,
没有推荐的群聊哦～,There is no recommended group chat~,Tidak ada obrolan grup yang direkomendasikan,No se recomienda el chat de grupo ~,,,
审核中,Under review,sedang ditinjau,En revisión,,,
房间名称：,Room name:,Nama ruangan,Nombre de la habitación.,,,
房间名称：,Room name:,Nama ruangan,Nombre de la habitación.,,,
开启直播,Start live ,Mulai siaran langsung,Activar la transmisión en directo,,,
成为主播，才可获取更多开房权限哟,"Become host, you can get more permission to open  room",Akan mendapatkan otoritas membuka ruangan lebih banyak setelah menjadi host,,,,
成为主播,Become host,Menjadi host,,,,
标题,Title,Judul ,Título,,,
加入直播群,Join the group,Bergabung ke grup ,Únase a un grupo de búsqueda de pareja,,,
消息,Message,Pesan,Noticias,,,
视频直播中,Live video,Video siaran langsung ,Transmisión de vídeo en directo en curso,,,
关注,Follow,ikuti,Seguir,,,
